problem,prover,kind,verdict,relation,expected,raw,actual,wall_s,rc,passed,diag
ODRL361-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL361-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL361-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL361-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.025,0,Y,
ODRL361-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.011,0,Y,
ODRL362-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL362-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL362-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL362-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL362-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL362-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.026,0,Y,
ODRL362-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL363-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL363-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL363-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL363-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL363-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL363-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.023,0,Y,
ODRL363-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.010,0,Y,
ODRL364-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL364-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.022,0,Y,
ODRL364-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL364-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL364-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL364-1,z3,smt,Compatible,conflict,sat,sat,sat,0.024,0,Y,
ODRL364-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.010,0,Y,
ODRL365-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL365-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL365-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL365-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL365-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL365-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.024,0,Y,
ODRL365-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL366-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.024,0,Y,
ODRL366-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL366-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL366-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL366-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL366-1,z3,smt,Compatible,conflict,sat,sat,sat,0.024,0,Y,
ODRL366-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.010,0,Y,
ODRL367-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.031,0,Y,
ODRL367-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL367-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL367-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL367-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL367-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.024,0,Y,
ODRL367-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.010,0,Y,
ODRL368-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.032,0,Y,
ODRL368-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.077,0,Y,
ODRL368-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.094,0,Y,
ODRL368-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.090,0,Y,
ODRL368-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.123,0,Y,
ODRL368-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.025,0,Y,
ODRL368-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.009,0,Y,
ODRL369-1,vampire-casc,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL369-1,vampire-discount,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL369-1,vampire-lrs,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL369-1,vampire-otter,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL369-1,eprover,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.086,0,Y,
ODRL369-1,z3,smt,Conflict,subsumption,sat,sat,sat,0.065,0,Y,
ODRL369-1,cvc5,smt,Conflict,subsumption,sat,sat,sat,0.010,0,Y,
ODRL370-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.037,0,Y,
ODRL370-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL370-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL370-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL370-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.033,0,Y,
ODRL370-1,z3,smt,Compatible,conflict,sat,sat,sat,0.025,0,Y,
ODRL370-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.010,0,Y,
ODRL371-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL371-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL371-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL371-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL371-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL371-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.024,0,Y,
ODRL371-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.008,0,Y,
ODRL640-1,vampire-casc,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL640-1,vampire-discount,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL640-1,vampire-lrs,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL640-1,vampire-otter,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL640-1,eprover,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL640-1,z3,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.042,0,Y,
ODRL640-1,cvc5,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.010,0,Y,
ODRL641-1,vampire-casc,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL641-1,vampire-discount,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL641-1,vampire-lrs,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL641-1,vampire-otter,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL641-1,eprover,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL641-1,z3,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.038,0,Y,
ODRL641-1,cvc5,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.009,0,Y,
ODRL642-1,vampire-casc,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.021,0,Y,
ODRL642-1,vampire-discount,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL642-1,vampire-lrs,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL642-1,vampire-otter,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL642-1,eprover,fof,Unknown,verdict_algebra,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL642-1,z3,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.044,0,Y,
ODRL642-1,cvc5,smt,Unknown,verdict_algebra,unsat,unsat,unsat,0.012,0,Y,
ODRL643-1,vampire-casc,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.031,0,Y,
ODRL643-1,vampire-discount,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL643-1,vampire-lrs,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL643-1,vampire-otter,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL643-1,eprover,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL643-1,z3,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.051,0,Y,
ODRL643-1,cvc5,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.012,0,Y,
ODRL644-1,vampire-casc,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL644-1,vampire-discount,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL644-1,vampire-lrs,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL644-1,vampire-otter,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL644-1,eprover,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL644-1,z3,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.044,0,Y,
ODRL644-1,cvc5,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.009,0,Y,
ODRL645-1,vampire-casc,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL645-1,vampire-discount,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL645-1,vampire-lrs,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL645-1,vampire-otter,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL645-1,eprover,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL645-1,z3,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.046,0,Y,
ODRL645-1,cvc5,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.009,0,Y,
ODRL646-1,vampire-casc,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL646-1,vampire-discount,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL646-1,vampire-lrs,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL646-1,vampire-otter,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL646-1,eprover,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL646-1,z3,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.042,0,Y,
ODRL646-1,cvc5,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.011,0,Y,
ODRL647-1,vampire-casc,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL647-1,vampire-discount,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL647-1,vampire-lrs,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL647-1,vampire-otter,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL647-1,eprover,fof,Conflict,verdict_algebra,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL647-1,z3,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.038,0,Y,
ODRL647-1,cvc5,smt,Conflict,verdict_algebra,unsat,unsat,unsat,0.011,0,Y,
ODRL648-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.030,0,Y,
ODRL648-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL648-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL648-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL648-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL648-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.024,0,Y,
ODRL648-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL649-1,vampire-casc,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL649-1,vampire-discount,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL649-1,vampire-lrs,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL649-1,vampire-otter,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL649-1,eprover,fof,Compatible,verdict_algebra,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL649-1,z3,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.039,0,Y,
ODRL649-1,cvc5,smt,Compatible,verdict_algebra,unsat,unsat,unsat,0.014,0,Y,
ODRL600-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL600-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL600-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL600-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL600-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL600-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.024,0,Y,
ODRL600-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.008,0,Y,
ODRL601-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL601-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL601-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL601-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL601-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL601-1,z3,smt,Compatible,conflict,sat,unsat,unsat,0.023,0,N,
ODRL601-1,cvc5,smt,Compatible,conflict,sat,unsat,unsat,0.008,0,N,
ODRL602-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL602-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL602-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL602-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL602-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL602-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.025,0,Y,
ODRL602-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.008,0,Y,
ODRL603-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL603-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL603-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL603-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.009,0,Y,
ODRL603-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL603-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.024,0,Y,
ODRL603-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.008,0,Y,
ODRL604-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL604-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL604-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL604-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL604-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.008,0,Y,
ODRL604-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.023,0,Y,
ODRL604-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.008,0,Y,
ODRL631-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,20.805,0,N,
ODRL631-1,vampire-discount,fof,Conflict,conflict,Theorem,NoStatus,Error,30.011,1,N,
ODRL631-1,vampire-lrs,fof,Conflict,conflict,Theorem,NoStatus,Error,30.010,1,N,
ODRL631-1,vampire-otter,fof,Conflict,conflict,Theorem,NoStatus,Error,30.010,1,N,
ODRL631-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.007,1,N,
ODRL631-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.047,0,Y,
ODRL631-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.006,0,Y,
ODRL633-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,20.670,0,N,
ODRL633-1,vampire-discount,fof,Conflict,conflict,Theorem,NoStatus,Error,30.011,1,N,
ODRL633-1,vampire-lrs,fof,Conflict,conflict,Theorem,NoStatus,Error,30.010,1,N,
ODRL633-1,vampire-otter,fof,Conflict,conflict,Theorem,NoStatus,Error,30.010,1,N,
ODRL633-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.007,1,N,
ODRL633-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.034,0,Y,
ODRL633-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.007,0,Y,
ODRL634-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,15.081,0,N,
ODRL634-1,vampire-discount,fof,Conflict,conflict,Theorem,NoStatus,Error,30.012,1,N,
ODRL634-1,vampire-lrs,fof,Conflict,conflict,Theorem,NoStatus,Error,30.008,1,N,
ODRL634-1,vampire-otter,fof,Conflict,conflict,Theorem,NoStatus,Error,30.010,1,N,
ODRL634-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.013,1,N,
ODRL634-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.025,0,Y,
ODRL634-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.010,0,Y,
ODRL608-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.135,0,N,
ODRL608-1,vampire-discount,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.010,0,N,
ODRL608-1,vampire-lrs,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.011,0,N,
ODRL608-1,vampire-otter,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.011,0,N,
ODRL608-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.011,1,N,
ODRL608-1,z3,smt,Conflict,conflict,unsat,sat,sat,0.030,0,N,
ODRL608-1,cvc5,smt,Conflict,conflict,unsat,sat,sat,0.011,0,N,
ODRL609-1,vampire-casc,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.520,0,N,
ODRL609-1,vampire-discount,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.010,0,N,
ODRL609-1,vampire-lrs,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.010,0,N,
ODRL609-1,vampire-otter,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.010,0,N,
ODRL609-1,eprover,fof,Conflict,conflict,Theorem,CounterSatisfiable,CounterSatisfiable,0.009,1,N,
ODRL609-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.032,0,Y,
ODRL609-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL440-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.027,0,Y,
ODRL440-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL440-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.020,0,Y,
ODRL440-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL440-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL440-1,z3,smt,Compatible,conflict,sat,sat,sat,0.027,0,Y,
ODRL440-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.009,0,Y,
ODRL441-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.029,0,Y,
ODRL441-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL441-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL441-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL441-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL441-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.026,0,Y,
ODRL441-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.009,0,Y,
ODRL442-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.023,0,Y,
ODRL442-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL442-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL442-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL442-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL442-1,z3,smt,Compatible,conflict,sat,sat,sat,0.025,0,Y,
ODRL442-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.010,0,Y,
ODRL443-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL443-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL443-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL443-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL443-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.015,0,Y,
ODRL443-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.025,0,Y,
ODRL443-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.010,0,Y,
ODRL444-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.026,0,Y,
ODRL444-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL444-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL444-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL444-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.010,0,Y,
ODRL444-1,z3,smt,Compatible,conflict,sat,sat,sat,0.026,0,Y,
ODRL444-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.012,0,Y,
ODRL445-1,vampire-casc,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.028,0,Y,
ODRL445-1,vampire-discount,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.019,0,Y,
ODRL445-1,vampire-lrs,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.014,0,Y,
ODRL445-1,vampire-otter,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.016,0,Y,
ODRL445-1,eprover,fof,Conflict,conflict,Theorem,Theorem,Theorem,0.051,0,Y,
ODRL445-1,z3,smt,Conflict,conflict,unsat,unsat,unsat,0.024,0,Y,
ODRL445-1,cvc5,smt,Conflict,conflict,unsat,unsat,unsat,0.010,0,Y,
ODRL446-1,vampire-casc,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.025,0,Y,
ODRL446-1,vampire-discount,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL446-1,vampire-lrs,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL446-1,vampire-otter,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.012,0,Y,
ODRL446-1,eprover,fof,Compatible,conflict,Theorem,Theorem,Theorem,0.013,0,Y,
ODRL446-1,z3,smt,Compatible,conflict,sat,sat,sat,0.024,0,Y,
ODRL446-1,cvc5,smt,Compatible,conflict,sat,sat,sat,0.013,0,Y,
ODRL447-1,vampire-casc,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.034,0,Y,
ODRL447-1,vampire-discount,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.018,0,Y,
ODRL447-1,vampire-lrs,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL447-1,vampire-otter,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.017,0,Y,
ODRL447-1,eprover,fof,Compatible,subsumption,Theorem,Theorem,Theorem,0.011,0,Y,
ODRL447-1,z3,smt,Compatible,subsumption,unsat,unsat,unsat,0.024,0,Y,
ODRL447-1,cvc5,smt,Compatible,subsumption,unsat,unsat,unsat,0.010,0,Y,
ODRL448-1,vampire-casc,fof,Conflict,subsumption,Theorem,Theorem,Theorem,0.024,0,Y,
